keyword,total_search_volume,naver_total,naver_mobile,naver_pc,google_monthly_average,naver_competition,google_competition,google_competition_index,google_bid_low_krw,google_bid_high_krw,google_search_volume_2025_07,google_search_volume_2025_08,google_search_volume_2025_09,google_search_volume_2025_10,google_search_volume_2025_11,google_search_volume_2025_12,google_search_volume_2026_01,google_search_volume_2026_02,google_search_volume_2026_03,google_search_volume_2026_04,google_search_volume_2026_05,google_search_volume_2026_06,source_coverage,in_lesson_segment,in_local_segment,in_audience_segment,in_jobs_segment,in_parent_segment,in_naver_discovered_segment
클래식 피아노,710,450,400,50,260,높음,낮음,3,0,0,260,320,260,320,320,210,320,260,320,260,260,260,google+naver,0,0,0,0,0,0
노드 피아노,710,500,400,100,210,중간,중간,55,150,479,170,140,170,170,170,210,210,260,260,260,260,390,google+naver,0,0,0,0,0,0
다이나톤 피아노,710,660,600,60,50,높음,높음,82,76,328,30,30,40,50,50,50,50,50,40,40,50,50,google+naver,0,0,0,0,0,0
크시 코스 의 우편 마차,700,380,310,70,320,중간,낮음,0,0,0,320,260,320,320,320,320,390,320,320,320,390,390,google+naver,0,0,0,0,0,0
피아노 무료 게임,695,105,100,5,590,높음,낮음,3,30,600,320,320,320,390,880,480,720,720,720,720,590,590,google+naver,0,0,0,0,0,0
화성학 기초,690,300,240,60,390,높음,낮음,28,380,3352,390,390,480,390,390,390,390,320,480,480,480,390,google+naver,1,1,0,0,0,0
영창 커즈와일,690,620,520,100,70,높음,중간,63,454,1462,90,70,50,70,50,90,110,70,50,90,90,70,google+naver,0,0,0,0,0,0
카시오 전자 피아노,680,570,480,90,110,높음,높음,97,85,393,90,70,50,90,70,70,140,110,140,140,140,170,google+naver,0,0,0,0,0,0
에녹 실용 음악 학원,680,570,470,100,110,중간,낮음,24,613,2004,140,170,170,110,90,90,110,110,110,90,110,70,google+naver,1,0,0,0,0,0
기타 쉬운 악보,670,350,320,30,320,낮음,낮음,6,2188,7213,260,260,320,320,390,320,320,320,320,260,320,260,google+naver,0,0,0,0,0,0
kiss the rain 악보,660,340,280,60,320,낮음,낮음,0,0,0,480,390,390,390,390,320,320,260,320,320,390,260,google+naver,0,0,0,0,0,0
베토벤 소나타,660,340,280,60,320,낮음,낮음,12,0,0,260,320,390,390,320,320,260,260,390,320,320,320,google+naver,0,0,0,0,0,0
피아노 교습소,660,550,510,40,110,높음,낮음,8,501,2044,140,110,70,110,90,70,90,70,140,110,140,90,google+naver,1,0,0,0,0,0
핑크 퐁 피아노,660,570,520,50,90,중간,중간,44,0,0,40,50,20,40,30,50,70,110,110,110,170,140,google+naver,0,0,0,0,0,0
로 블록 스 피아노 악보,650,60,10,50,590,낮음,낮음,0,0,0,320,590,480,880,720,480,590,720,480,480,590,480,google+naver,0,0,0,0,0,0
커즈와일 피아노,650,560,500,60,90,높음,중간,59,0,0,70,110,70,90,110,90,110,90,90,90,170,90,google+naver,0,0,0,0,0,0
미디 작곡,640,380,290,90,260,높음,낮음,15,707,2814,320,260,320,210,260,260,320,260,390,320,320,260,google+naver,0,0,0,0,0,0
카시오 디지털 피아노,640,550,440,110,90,높음,높음,78,40,374,90,90,70,50,50,90,90,90,110,90,140,110,google+naver,0,0,0,0,0,0
야마하 clp,640,590,520,70,50,높음,높음,92,0,0,40,40,70,70,70,70,70,40,70,30,50,50,google+naver,0,0,0,0,0,0
커즈와일 ka 90,640,620,560,60,20,높음,높음,76,0,0,20,30,20,20,30,20,20,30,40,20,20,10,google+naver,0,0,0,0,0,0
쉬운 피아노 악보 계이름,630,370,340,30,260,낮음,낮음,3,0,0,260,260,210,260,260,260,390,260,210,260,260,260,google+naver,0,0,0,0,0,0
롤랜드 fp30,630,490,400,90,140,높음,중간,57,151,588,110,110,140,110,110,140,110,110,170,170,210,210,google+naver,0,0,0,0,0,0
일렉 피아노,620,30,20,10,590,높음,낮음,1,0,0,110,140,110,170,110,260,590,720,880,880,1300,1600,google+naver,0,0,0,0,0,0
ccm 피아노,620,140,120,20,480,낮음,낮음,0,0,0,480,390,390,480,590,480,480,480,590,590,480,590,google+naver,0,0,0,0,0,0
영창 피아노 가격,620,410,390,20,210,높음,높음,98,40,338,210,260,210,260,210,260,210,170,170,210,170,170,google+naver,0,0,0,0,0,0
조 히사이시,620,410,360,50,210,낮음,낮음,1,0,0,320,210,170,140,260,170,170,140,170,210,210,260,google+naver,0,0,0,0,0,0
전자 피아노 헤드셋,620,550,480,70,70,높음,높음,85,134,495,70,70,50,70,70,90,90,90,90,90,70,50,google+naver,0,0,0,0,0,0
이화 피아노,620,590,550,40,30,높음,낮음,1,0,0,30,20,20,40,30,30,50,20,20,20,40,20,google+naver,0,0,0,0,0,0
인디 실용 음악 학원,620,590,570,20,30,높음,낮음,0,0,0,30,40,30,30,30,40,50,20,40,30,30,40,google+naver,1,0,0,0,0,0
all of me 악보,610,220,180,40,390,낮음,낮음,0,0,0,390,480,390,390,390,320,260,260,390,390,390,390,google+naver,0,0,0,0,0,0
피아노 교재,610,470,400,70,140,높음,중간,34,44,2834,140,210,140,140,140,110,140,90,140,140,140,140,google+naver,0,0,0,0,0,0
쇼팽 국제 피아노 콩쿠르,600,10,5,5,590,중간,낮음,0,0,0,70,70,170,5400,720,260,210,170,70,70,140,50,google+naver,0,0,0,0,1,0
퍼펙트 피아노,600,210,190,20,390,높음,낮음,2,290,1718,170,320,480,210,210,260,170,210,720,880,590,480,google+naver,0,0,0,0,0,0
부르크 뮐러,600,340,300,40,260,낮음,낮음,9,0,0,260,390,260,260,260,260,260,210,260,260,260,260,google+naver,0,0,0,0,0,0
악보 거치대,600,460,370,90,140,중간,높음,93,94,320,140,110,170,140,140,140,170,90,170,170,170,210,google+naver,0,0,0,0,0,0
피아노 무료 수거,590,480,440,40,110,높음,낮음,5,510,1421,170,140,110,140,90,110,140,140,110,90,90,110,google+naver,0,0,0,0,0,0
라라 피아노,590,560,520,40,30,중간,낮음,1,0,0,30,30,20,40,40,30,40,20,40,50,30,50,google+naver,0,0,0,0,0,0
마피아 피아노,580,370,260,110,210,중간,낮음,0,0,0,170,210,210,260,210,210,170,170,210,210,170,210,google+naver,0,0,0,0,0,0
피아노 코드 반주법,580,370,320,50,210,높음,낮음,30,252,4981,170,210,210,210,210,210,210,210,260,210,210,170,google+naver,1,0,0,0,0,0
롤랜드 피아노,580,410,310,100,170,높음,높음,90,102,407,170,140,140,140,140,170,170,170,170,170,170,170,google+naver,0,0,0,0,0,0
피아노 의자 커버,580,540,500,40,40,높음,높음,100,127,593,30,30,20,10,10,20,40,40,30,50,50,90,google+naver,0,0,0,0,0,0
방과후 돌봄 지도사,580,570,510,60,10,높음,중간,35,768,1584,10,10,10,10,10,10,10,20,10,10,10,10,google+naver,0,0,0,1,0,0
스파클 악보,570,180,160,20,390,낮음,낮음,0,0,0,480,480,590,480,480,390,390,320,320,390,390,390,google+naver,0,0,0,0,0,0
강아지 왈츠,570,310,270,40,260,낮음,낮음,0,0,0,210,170,210,320,320,210,210,260,260,260,320,320,google+naver,0,0,0,0,0,0
과외 알바,560,240,200,40,320,높음,중간,54,484,2827,320,260,260,260,390,480,390,320,320,260,260,320,google+naver,1,0,0,1,0,0
피아노 배우기,560,300,240,60,260,높음,중간,35,290,1940,390,390,210,260,260,260,320,210,170,210,210,170,google+naver,1,0,0,0,0,0
피아노 조율사,560,350,280,70,210,높음,낮음,3,345,1313,170,210,210,260,210,210,260,210,210,260,210,260,google+naver,0,0,0,0,0,0
야마하 피아노 가격,560,390,360,30,170,높음,높음,71,29,402,170,170,170,170,170,210,210,140,170,210,140,170,google+naver,0,0,0,0,0,0
아기 상어 피아노,560,490,470,20,70,낮음,중간,44,0,0,70,50,50,50,40,50,90,70,70,50,90,140,google+naver,0,0,0,0,1,0
피아노 모아,560,490,300,190,70,높음,낮음,12,0,0,40,40,50,40,50,110,90,50,90,70,90,70,google+naver,0,0,0,0,0,0
어쿠스틱 피아노,550,290,250,40,260,높음,낮음,28,0,0,170,140,210,260,210,260,260,170,320,320,320,210,google+naver,0,0,0,0,0,0
stay with me 피아노 악보,550,340,310,30,210,낮음,낮음,1,0,0,140,110,170,170,140,140,170,170,260,210,320,390,google+naver,0,0,0,0,0,0
뉴 에이지 피아노,550,380,340,40,170,높음,낮음,17,0,0,140,140,140,140,140,170,140,140,170,170,260,210,google+naver,0,0,0,0,0,0
피아노 바이엘,540,330,270,60,210,중간,낮음,21,0,0,210,210,170,210,210,210,260,210,260,210,210,210,google+naver,0,0,0,0,0,0
베토벤 월광 3 악장,540,330,300,30,210,낮음,낮음,0,0,0,260,170,320,210,260,170,140,170,170,210,210,210,google+naver,0,0,0,0,0,0
쉬운 우쿨렐레 악보,540,330,260,70,210,낮음,낮음,3,0,0,210,210,260,210,260,210,110,170,140,260,320,260,google+naver,0,0,0,0,0,0
사일런트 피아노,540,400,320,80,140,높음,낮음,23,171,524,110,140,140,140,140,140,140,110,170,140,140,140,google+naver,0,0,0,0,0,0
피아노 연습,530,320,270,50,210,높음,낮음,17,726,4340,210,170,260,210,260,210,210,170,260,210,210,210,google+naver,0,0,0,0,0,0
리스트 라 캄파넬라,520,260,220,40,260,중간,낮음,0,0,0,140,210,260,320,390,210,110,140,260,320,320,390,google+naver,0,0,0,0,0,0
마이 피아노,520,310,280,30,210,중간,낮음,0,0,0,260,210,170,170,210,170,210,210,170,170,210,210,google+naver,0,0,0,0,0,0
피아노 어드벤처,520,380,330,50,140,높음,중간,54,0,0,110,110,90,90,140,140,110,110,260,140,110,110,google+naver,0,0,0,0,0,0
kurzweil 피아노,520,450,420,30,70,중간,높음,99,171,367,90,90,110,90,70,70,70,40,70,70,40,50,google+naver,0,0,0,0,0,0
성인 피아노 레슨,520,480,430,50,40,높음,중간,43,915,1948,40,50,50,30,40,40,50,20,40,30,30,30,google+naver,1,0,1,0,0,0
디즈니 피아노 악보,510,120,110,10,390,낮음,낮음,10,0,0,390,390,390,390,480,480,390,320,320,320,390,390,google+naver,0,0,0,0,0,0
전자 피아노 가격,510,190,170,20,320,높음,높음,90,15,207,390,320,320,390,390,480,390,170,210,390,320,260,google+naver,0,0,0,0,0,0
한림 예고 입시,510,400,340,60,110,높음,낮음,0,0,0,110,110,140,210,140,50,70,70,110,110,70,90,google+naver,0,0,0,0,0,0
홍대 실용 음악 학원,510,460,330,130,50,높음,낮음,28,574,2296,90,50,50,50,20,50,50,40,40,40,30,70,google+naver,1,1,0,0,0,0
피아노 게임 무료,505,25,20,5,480,중간,낮음,6,32,504,390,480,390,480,480,390,480,390,390,480,480,480,google+naver,0,0,0,0,0,0
교회 반주자 구인,500,390,330,60,110,중간,낮음,3,0,0,140,90,140,70,110,110,140,110,110,110,50,70,google+naver,1,0,0,1,0,0
피아노 조율 비용,500,410,350,60,90,높음,낮음,16,418,1175,110,90,90,110,110,110,90,110,110,110,70,90,google+naver,0,0,0,0,0,0
피아노 음악 피아노 연주곡,490,10,5,5,480,낮음,낮음,0,0,0,590,590,590,480,480,390,390,390,390,390,390,480,google+naver,0,0,0,0,0,0
무료 피아노 게임,490,100,90,10,390,높음,낮음,3,82,148,590,390,320,390,590,390,320,260,260,320,320,320,google+naver,0,0,0,0,0,0
조성진 피아노,490,380,280,100,110,낮음,낮음,0,0,0,90,70,70,90,90,90,50,50,110,140,170,170,google+naver,0,0,0,0,0,0
야마하 업라이트,490,420,380,40,70,높음,중간,65,0,0,70,70,50,50,70,70,70,90,70,90,70,70,google+naver,0,0,0,0,0,0
피아노 처분,490,440,390,50,50,높음,낮음,1,0,0,50,70,40,90,40,40,40,70,50,40,50,50,google+naver,0,0,0,0,0,0
피아노 초보 악보,480,310,260,50,170,낮음,낮음,21,1576,7747,170,170,110,140,170,170,210,140,170,170,210,170,google+naver,0,0,0,0,0,0
피아노 리듬 게임,470,80,60,20,390,높음,낮음,2,104,485,210,210,260,320,320,320,480,590,480,590,720,590,google+naver,0,0,0,0,0,0
피아노 유 튜버,470,150,130,20,320,낮음,낮음,0,0,0,320,320,320,260,320,390,320,320,390,320,320,320,google+naver,0,0,0,0,0,0
드뷔시 아라베스크 악보,470,300,260,40,170,낮음,낮음,1,0,0,210,170,210,210,170,170,170,140,170,210,170,170,google+naver,0,0,0,0,0,0
리코더 쉬운 악보,460,140,110,30,320,낮음,낮음,0,0,0,320,320,390,390,590,480,320,170,210,320,260,390,google+naver,0,0,0,0,0,0
캐논 피아노,460,250,230,20,210,낮음,낮음,0,0,0,210,170,210,170,170,170,170,110,210,210,260,210,google+naver,0,0,0,0,0,0
쉬운 동요 피아노 악보,460,350,320,30,110,낮음,낮음,7,0,0,110,90,110,90,110,110,140,90,110,170,140,140,google+naver,0,0,0,0,1,0
미디 작곡 학원,460,410,360,50,50,높음,높음,80,661,3100,70,40,40,40,50,70,40,50,70,70,70,50,google+naver,1,0,0,0,0,0
야마하 p 105,460,420,370,50,40,중간,높음,67,0,0,40,50,40,30,40,50,50,30,50,40,20,20,google+naver,0,0,0,0,0,0
라온 실용 음악 학원,460,430,390,40,30,높음,낮음,2,0,0,30,50,30,30,30,30,30,20,30,30,40,30,google+naver,1,0,0,0,0,0
커즈와일 m110,460,430,400,30,30,높음,높음,70,119,550,20,30,10,20,30,30,50,30,30,30,20,30,google+naver,0,0,0,0,0,0
천안 피아노 학원,460,440,340,100,20,높음,낮음,8,0,0,30,20,20,20,10,10,20,10,20,10,10,20,google+naver,1,1,0,0,0,0
악마 의 아이 악보,455,65,60,5,390,낮음,낮음,0,0,0,1300,720,590,320,320,260,170,170,170,170,170,140,google+naver,0,0,1,0,0,0
레 미니 센스 악보,450,190,160,30,260,낮음,낮음,0,0,0,260,210,210,260,210,260,260,210,210,170,260,320,google+naver,0,0,0,0,0,0
아르테 시아 피아노,450,240,220,20,210,중간,높음,96,226,454,50,40,30,50,40,40,30,210,880,880,320,30,google+naver,0,0,0,0,0,0
가요 피아노 악보,450,240,210,30,210,중간,낮음,11,0,0,210,260,170,170,210,170,210,170,210,210,210,210,google+naver,0,0,0,0,0,0
악마 의 아이 피아노 악보,445,55,50,5,390,낮음,낮음,0,0,0,1300,720,480,320,320,260,210,210,140,140,140,170,google+naver,0,0,1,0,1,0
롤 피아노,440,330,230,100,110,높음,높음,70,0,0,70,90,110,70,110,110,90,90,170,140,140,170,google+naver,0,0,0,0,0,0
영창 피아노 중고,440,420,390,30,20,높음,중간,42,0,0,20,20,20,10,10,10,20,40,20,30,30,30,google+naver,0,0,0,0,0,0
love story 피아노 악보,430,260,240,20,170,낮음,낮음,1,0,0,30,50,70,70,110,90,260,170,210,210,390,480,google+naver,0,0,0,0,0,0
피아노 연주곡 추천,430,260,220,40,170,낮음,낮음,8,0,0,210,210,170,140,210,210,170,140,140,90,110,110,google+naver,0,0,0,0,0,0
피아노 방음,430,320,270,50,110,높음,낮음,28,387,811,170,210,110,70,90,140,170,90,70,110,90,70,google+naver,0,0,0,0,0,0
야마하 업라이트 피아노,430,360,310,50,70,높음,중간,45,48,342,70,90,50,70,90,70,70,70,50,70,70,90,google+naver,0,0,0,0,0,0
남주희 음악 학원,430,410,360,50,20,중간,낮음,16,0,0,10,20,10,10,10,10,20,10,10,70,20,10,google+naver,1,0,0,0,0,0
베토벤 엘리제 를 위하여,420,210,180,30,210,낮음,낮음,0,0,0,140,140,260,260,390,140,90,70,210,210,260,260,google+naver,0,0,0,0,0,0
바람 의 빛깔 악보,420,250,200,50,170,낮음,낮음,0,0,0,210,140,170,170,170,110,90,110,210,210,210,170,google+naver,0,0,0,0,0,0
피아노 반주,420,250,200,50,170,높음,낮음,13,274,2962,210,140,170,170,210,170,170,170,210,210,140,170,google+naver,1,0,0,0,0,0
피아노 매트,420,370,310,60,50,높음,중간,58,266,964,40,30,50,40,40,50,50,40,70,50,70,90,google+naver,0,0,0,0,0,0
피아노 방음 매트,420,370,310,60,50,높음,높음,70,115,537,30,40,30,30,50,50,70,70,90,50,90,70,google+naver,0,0,0,0,0,0
취미 보컬 학원,420,390,330,60,30,높음,중간,38,1099,3559,40,30,20,20,30,30,30,30,30,20,30,40,google+naver,1,0,0,0,0,0
뮤 디스 피아노,420,400,350,50,20,중간,높음,100,30,400,30,10,20,20,30,10,30,20,20,20,10,20,google+naver,0,0,0,0,0,0
가요 피아노 연주곡,415,25,20,5,390,낮음,낮음,2,0,0,260,260,320,320,320,320,390,480,480,480,480,320,google+naver,0,0,0,0,0,0
피아노 학원 가격,410,270,250,20,140,높음,낮음,15,740,1483,140,140,110,170,170,170,170,140,170,140,140,110,google+naver,1,0,0,0,0,0
엄청 쉬운 피아노 악보,405,15,10,5,390,낮음,낮음,8,0,0,480,480,390,390,390,390,390,260,320,320,320,390,google+naver,0,0,0,0,0,0
쇼팽 녹턴 op9 no2,405,15,10,5,390,낮음,낮음,1,0,0,320,320,390,390,480,390,320,260,390,260,390,480,google+naver,0,0,0,0,0,0
초보 피아노 계이름 악보,400,10,5,5,390,낮음,낮음,5,904,4369,320,320,320,390,390,480,480,320,320,390,320,320,google+naver,0,0,0,0,0,0
마루 노우치 새디 스틱 피아노 악보,400,80,70,10,320,낮음,낮음,0,0,0,590,320,320,320,390,320,320,390,320,260,260,260,google+naver,0,0,0,0,0,0
떴다 떴다 비행기 악보,400,230,200,30,170,낮음,낮음,0,0,0,170,140,140,140,170,140,140,110,170,170,170,170,google+naver,0,0,0,0,0,0
쇼팽 나비 악보,400,230,200,30,170,낮음,낮음,0,0,0,170,170,170,140,170,140,170,140,140,170,170,210,google+naver,0,0,0,0,0,0
드라마 피아노 ost,400,290,270,20,110,낮음,낮음,0,0,0,90,110,140,110,110,140,110,90,90,110,90,70,google+naver,0,0,0,0,0,0
야마하 사일런트 피아노,400,330,280,50,70,높음,중간,46,404,661,50,40,50,90,50,70,140,50,50,50,50,70,google+naver,0,0,0,0,0,0
스타 인 웨이 콩쿠르,400,350,290,60,50,중간,낮음,11,137,888,50,30,20,30,20,30,20,30,30,70,70,170,google+naver,0,0,0,0,1,0
이든 실용 음악 학원,400,350,320,30,50,중간,낮음,2,0,0,30,70,30,40,40,40,50,50,70,50,70,50,google+naver,1,0,0,0,0,0
디지털 피아노 헤드셋,400,370,320,50,30,높음,높음,95,0,0,20,10,30,20,30,30,30,30,30,20,20,20,google+naver,0,0,0,0,0,0
야마하 ydp 141,400,380,360,20,20,높음,중간,52,0,0,20,30,30,20,30,30,30,30,20,10,20,10,google+naver,0,0,0,0,0,0
야마하 중고 피아노,400,380,160,220,20,높음,높음,90,0,0,30,30,20,30,20,20,40,30,20,10,20,10,google+naver,0,0,0,0,0,0
물 에 빠진 나이프 피아노 악보,390,70,60,10,320,낮음,낮음,0,0,0,320,320,320,390,320,320,320,260,320,320,390,320,google+naver,0,0,0,0,0,0
너의 이름 은 피아노 악보,390,130,120,10,260,낮음,낮음,1,0,0,320,390,320,320,260,320,260,260,210,210,320,260,google+naver,0,0,0,0,0,0
러쉬 e 피아노 악보,390,130,110,20,260,낮음,낮음,1,0,0,70,90,170,590,1300,320,140,40,40,40,90,90,google+naver,0,0,0,0,0,0
베토벤 템페스트,390,250,220,30,140,중간,낮음,0,0,0,140,170,110,170,140,140,110,110,140,140,140,140,google+naver,0,0,0,0,0,0
기타 초보 악보,390,300,270,30,90,중간,낮음,17,331,5441,110,90,90,90,90,90,170,90,90,90,90,90,google+naver,0,0,0,0,0,0
재즈 피아노 학원,390,340,300,40,50,높음,중간,35,822,2367,40,50,50,50,70,50,50,70,70,50,70,50,google+naver,1,0,0,0,0,0
야마하 clp 735,390,360,320,40,30,높음,높음,86,90,442,30,40,20,40,50,30,20,20,30,30,30,30,google+naver,0,0,0,0,0,0
피플 실용 음악 학원,390,360,350,10,30,낮음,낮음,3,0,0,30,20,40,20,30,30,40,10,30,20,20,40,google+naver,1,0,0,0,0,0
야마하 ydp141,390,380,360,20,10,높음,높음,81,0,0,10,10,10,10,10,20,10,20,10,10,20,10,google+naver,0,0,0,0,0,0
환상 즉흥곡,380,60,50,10,320,낮음,낮음,0,0,0,260,210,390,390,590,260,210,170,320,320,320,480,google+naver,0,0,0,0,0,0
신디사이저 추천,380,120,90,30,260,높음,높음,88,111,684,260,320,260,260,320,320,260,260,320,260,320,260,google+naver,0,0,0,0,0,0
피아노 급수,380,270,240,30,110,높음,낮음,0,0,0,140,110,170,110,110,90,90,110,110,110,110,140,google+naver,0,0,0,0,0,0
뮤 디스 디지털 피아노,380,290,250,40,90,중간,중간,40,64,449,10,10,10,10,10,40,70,110,140,140,210,210,google+naver,0,0,0,0,0,0
피아노 중고 매입,380,350,300,50,30,높음,낮음,3,0,0,20,20,10,30,20,30,30,30,30,30,30,30,google+naver,0,0,0,0,0,0
위례 피아노 학원,380,380,300,80,0,높음,정보없음,0,0,0,,,,,,,,,,,,,google+naver,1,1,0,0,0,0
샌즈 악보,370,50,40,10,320,낮음,낮음,0,0,0,390,320,480,390,390,320,210,170,210,320,390,320,google+naver,0,0,0,0,0,0
쇼팽 피아노,370,230,210,20,140,낮음,낮음,0,0,0,50,70,70,140,110,140,210,210,140,140,390,210,google+naver,0,0,0,0,0,0
야마하 u1,370,300,250,50,70,높음,낮음,22,104,739,70,70,50,50,70,70,90,70,70,70,70,90,google+naver,0,0,0,0,0,0
피아노 스튜디오,370,300,280,20,70,중간,낮음,3,38,1144,70,40,50,20,20,50,50,70,70,90,110,90,google+naver,0,0,0,0,0,0
영창 kt1,370,340,310,30,30,높음,높음,98,135,744,10,30,10,10,20,40,30,50,30,20,10,30,google+naver,0,0,0,0,0,0
영창 kt 1,370,340,310,30,30,높음,높음,98,135,744,10,30,10,10,20,40,30,50,30,20,10,30,google+naver,0,0,0,0,0,0
잠실 실용 음악 학원,370,360,310,50,10,높음,중간,48,591,4183,30,10,20,10,10,10,10,30,10,10,10,10,google+naver,1,1,0,0,0,0
캐리비안 의 해적 피아노,360,100,90,10,260,낮음,낮음,0,0,0,260,170,210,210,260,320,320,210,210,260,210,210,google+naver,0,0,0,0,0,0
수련 의 숲 피아노 악보,360,150,120,30,210,낮음,낮음,0,0,0,90,110,70,140,90,90,140,140,170,320,590,590,google+naver,0,0,0,0,0,0
생일 축하 피아노 악보,360,220,200,20,140,낮음,낮음,0,0,0,110,110,90,110,140,140,170,140,140,140,140,140,google+naver,0,0,0,0,0,0
커즈와일 ka120,360,270,230,40,90,중간,중간,52,126,412,90,70,50,70,50,90,70,70,70,90,110,110,google+naver,0,0,0,0,0,0
신촌 뉴 실용 음악 학원,360,290,260,30,70,중간,낮음,8,1027,2431,70,70,50,50,70,70,70,70,90,70,70,50,google+naver,1,1,0,0,0,0
퓨즈 실용 음악 학원,360,310,260,50,50,낮음,낮음,24,557,2574,90,70,70,70,40,50,70,70,70,50,50,50,google+naver,1,0,0,0,0,0
중고 디지털 피아노,350,210,160,50,140,높음,중간,40,0,0,170,210,90,90,110,140,260,110,110,170,140,140,google+naver,0,0,0,0,0,0
영창 디지털 피아노 kt 1,350,310,290,20,40,높음,높음,99,38,282,30,40,30,30,20,50,50,50,40,40,40,30,google+naver,0,0,0,0,0,0
대전 피아노 학원,350,330,290,40,20,높음,낮음,10,561,1472,40,20,30,10,30,20,20,20,20,20,10,20,google+naver,1,1,0,0,0,0
유아 피아노 학원,350,340,330,10,10,높음,낮음,0,0,0,10,10,10,0,10,0,10,10,10,10,10,10,google+naver,1,0,1,0,1,0
보컬 학원 취미반 가격,345,25,20,5,320,높음,낮음,32,975,2874,480,480,320,260,390,320,390,320,320,320,260,320,google+naver,1,0,0,0,0,0
g m7 코드 피아노,340,130,120,10,210,낮음,낮음,1,0,0,210,170,210,210,210,260,210,170,260,260,260,170,google+naver,0,0,0,0,0,0
가을 아침 피아노 악보,340,130,110,20,210,낮음,낮음,0,0,0,210,110,260,320,320,210,170,110,140,170,170,170,google+naver,0,0,0,0,0,0
